TeamName,AdjTempo,AdjOE,AdjDE,eFGPct,TOPct,ORPct,FTRate,eFGPctD,TOPctD,ORPctD,FTRateD
North Carolina A&T,73.7326,92.3185,102.386,47.08128751,20.58429376,28.5130719,41.40752864,47.71366358,21.44197266,30.35863219,41.97060425
North Carolina Central,66.6207,94.2006,103.197,50.19762846,22.79362085,28.37259101,35.57312253,47.87765293,22.69163596,33.23412698,33.33333333
North Dakota,68.8528,102.22,107.711,50.53731343,19.01344236,24.67789891,36.71641791,52.42424242,15.15427832,25.45454545,29.75206612
North Dakota St.,66.049,106.806,101.244,51.94619347,14.65907536,22.38232469,33.25701202,49.23857868,14.56388656,18.95238095,26.6215454
North Florida,69.4295,111.98,111.605,54.6306505,17.28344737,26.93032015,28.61080485,50.31446541,15.74610569,31.8018018,28.09224319
North Texas,62.9332,111.197,101.227,55.26662278,20.52597819,29.28571429,29.36142199,49.79591837,20.6863374,27.65726681,38.7755102
Northeastern,65.9162,105.36,103.173,54.87534626,17.99361961,24.36548223,25.59556787,51.69054441,19.73789906,24.14800389,30.6017192
Northern Arizona,66.593,102.322,106.67,49.74779319,17.17409309,26.82672234,31.33669609,53.4868842,18.44624814,26.16926503,28.02303263
Northern Colorado,64.9703,110.174,100.051,54.71188475,15.44955733,24.97398543,25.33013205,48.49137931,16.80661304,23.97905759,24.93842365
Northern Illinois,64.7613,99.804,100.834,47.22540046,18.03249868,30.54318789,27.402746,47.1937236,17.02790265,24.25093633,32.16656608
Northern Iowa,65.7589,112.694,99.267,54.80416157,18.60308454,28.91046386,27.60097919,48.45360825,15.64939145,22.53384913,25.83383869
Northern Kentucky,65.6512,101.953,99.8442,49.45339471,18.04891694,29.74683544,33.429229,46.54178674,20.1894893,31.93430657,30.95100865
Northwestern,66.6841,104.889,101.278,46.91876751,15.59922004,22.01834862,25.82633053,49.18122271,15.83920804,29.23617208,28.60262009
Northwestern St.,72.4042,98.2626,107.128,49.72239358,21.57915672,30.74596774,33.92967304,48.09495897,17.75059666,32.50460405,37.16295428
Notre Dame,68.1292,110.737,98.6473,50.42649272,14.16327104,26.92307692,24.9874561,47.46394828,16.77111142,28.11993517,19.74142218
Oakland,66.0673,98.5531,105.025,48.09442548,19.94510522,28.47038019,37.37201365,49.3496358,17.65782251,30.2698145,26.17065557
Ohio,68.0207,103.635,103.272,51.34267367,18.65084171,26.62835249,29.5971979,49.08066429,18.11796052,24.78134111,32.7995255
Ohio St.,66.1674,114.271,92.0437,52.27810651,19.06478519,31.05835806,36.74556213,46.1627236,18.33896849,25.4691689,29.31332949
Oklahoma,69.6405,108.773,93.0747,48.2300885,15.97305415,23.30623306,31.25,46.65981501,16.71383348,27.38486842,19.7327852
Oklahoma St.,68.3896,107.249,94.5199,47.75659002,19.45027851,29.51263538,35.16545149,46.7240422,20.54606885,28.9679098,33.14825097
Old Dominion,66.4451,98.3209,98.338,45.31085353,18.05205468,30.75657895,28.76712329,48.13110983,18.46546052,21.68888889,33.98504888
Oral Roberts,70.3803,108.242,104.903,50.86009174,13.89376632,28.99408284,28.15366972,51.63883735,18.13340825,26.81388013,31.66357452
Oregon,64.9946,117.097,97.1007,54.32876712,17.47098061,32.74853801,28.87671233,47.30337079,19.84475515,31.09090909,29.49438202
Oregon St.,65.619,110.893,101.966,51.61967606,17.3428606,26.45875252,38.81223755,49.39200926,18.55395422,28.95238095,30.86276781
Pacific,64.9133,103.819,99.1223,49.5173197,18.20239442,33.03834808,33.95797842,48.14241486,18.10709393,21.28966223,41.60990712
Penn,70.2189,103.414,100.788,52.34274711,17.30143438,22.65795207,24.64698331,47.55351682,16.92414453,28.6,25.01529052
Penn St.,70.9178,110.344,92.4292,49.53392025,15.72215163,29.21914358,30.96841015,46.37249594,18.61358182,27.62711864,31.78126692
Pepperdine,70.8307,107.237,104.371,50.02585315,17.44288577,26.86308492,33.04033092,52.80274987,19.0247161,27.75250227,34.69063987
Pittsburgh,65.4824,103.955,98.3075,45.12587038,18.38680907,32.75290216,35.08302089,49.75516866,23.32654881,34.52274755,25.95212187
Portland,69.2764,94.3979,104.331,48.59413203,19.83591785,19.30693069,33.49633252,51.59128978,18.23396724,30.60057197,31.21161362
Portland St.,71.8022,108.777,108.807,49.63369963,17.67786613,35.90869183,30.82155939,52.88839035,20.32258626,34.26017875,32.08076276
Prairie View A&M,70.7008,96.3278,100.488,47.36533958,20.22911874,27.90697674,40.45667447,47.78059607,23.69957704,28.2208589,49.20735574
Presbyterian,66.9015,96.9192,114.391,50.15842839,21.85765388,26.37474542,35.67807351,53.78378378,16.87430616,27.43538767,37.05705706
Princeton,66.2915,106.973,105.477,53.5615491,18.2583268,24.63768116,27.80082988,52.2556391,17.17423864,23.99020808,26.52084757
Providence,68.4267,107.805,92.801,47.32721382,19.26274945,33.74896093,35.85313175,47.42755766,21.4338507,28.41121495,37.37433471
Purdue,64.5562,109.339,90.7695,47.75040171,17.3693045,34.89813995,25.81681843,47.11017459,20.38582237,27.23735409,31.90848886
Purdue Fort Wayne,67.8778,95.386,103.815,49.42889777,20.2595299,28.37338262,24.50028555,53.52697095,18.1320375,23.77985462,29.51985774
Quinnipiac,68.8963,100.689,108.337,50.85545723,19.88364921,26.99029126,28.20058997,48.76873662,14.12658289,26.1732852,23.55460385
Radford,64.2978,105.593,106.765,52.55648038,16.38001638,30.35363458,32.52080856,50.12150668,16.27764128,26.62835249,34.32563791
Rhode Island,71.1919,105.249,94.189,46.89357104,16.37515668,30.39796782,37.06104808,47.38743747,20.88292453,28.62222222,28.4602557
Rice,70.1034,105.825,108.441,51.48514851,18.79866258,24.57943925,34.36225976,52.9264214,17.62959153,26.71683913,29.76588629
Richmond,69.265,109.205,95.3368,53.43784378,15.56258514,22.63056093,27.77777778,47.72982063,19.85730449,26.31578947,30.21300448
Rider,71.1029,100.918,102.111,49.10144928,19.63719926,30.59701493,40.8115942,49.14236707,19.12653923,23.98148148,30.3030303
Robert Morris,66.0965,100.537,103.832,51.37711864,18.70953893,28.24561404,25.95338983,50.39128004,21.37587419,29.34682613,31.74958077
Rutgers,67.3701,107.947,90.2277,48.93138358,17.92042304,31.98900092,29.13385827,45.0957632,18.85071822,25.44014085,27.4521184
Sacramento St.,63.8564,97.0661,98.1685,46.92537313,19.79367195,27.52646776,30.08955224,51.22324159,18.26348783,29.77022977,40.6116208
Sacred Heart,68.706,102.153,104.796,52.05158265,19.7979373,34.12698413,31.7116061,49.18746373,18.65955591,29.04135338,28.20661637
Saint Joseph's,71.1831,101.911,110.248,45.42782495,19.12509615,32.18390805,32.13585892,48.03711635,21.73054403,25.90431739,35.33190578
Saint Louis,67.5688,105.804,94.3947,49.11953042,20.36939195,36.05851979,34.79188901,47.55854509,15.69297526,28.17014446,23.61733931
Saint Mary's,63.8792,113.709,98.5179,46.55172414,18.22343372,26.26984127,29.13021101,52.73279352,14.33401981,28.97777778,32.03441296
Saint Peter's,68.0078,95.3663,97.3462,50.14367816,18.75890597,34.17951043,39.82758621,46.16777308,19.62470163,25.18181818,36.57211829
Sam Houston St.,71.1169,99.5324,103.663,54.12868633,14.93423844,25.17073171,30.77747989,50.82236842,17.69480979,23.61904762,28.01535088
Samford,72.8,98.6287,112.638,46.03603604,23.41529493,35.59962229,37.95795796,46.08338598,21.96393367,27.37864078,40.80859128
San Diego,70.2001,94.3746,99.7504,50.66909976,18.80332389,27.31048806,32.11678832,50.49833887,24.33081018,30.82039911,44.71760797
San Diego St.,64.585,115.087,90.6115,47.98545048,20.818558,28.25112108,34.91885842,55.69843671,18.18273199,33.54037267,24.45789208
San Francisco,68.6987,108.302,98.1735,45.89195273,20.19632815,24.67771639,31.40123804,50.05455537,17.89719258,28.01147228,31.86033824
San Jose St.,73.3031,97.508,107.818,54.6101309,16.23471883,28.16901408,28.28685259,45.28301887,21.22249389,25.35079514,30.61472915
Santa Clara,71.5685,102.564,101.341,51.34041477,17.32259535,29.01023891,29.38796156,50.2425876,18.49480105,24.07574391,31.85983827
Seattle,69.8574,101.154,105.497,45.22363335,18.52422895,24.54242928,34.12479293,54.07725322,17.582319,30.36551078,34.38841202
Seton Hall,69.7948,112.264,92.7216,52.16031836,18.67508444,21.24401914,35.87265492,48.67476532,18.93997925,26.52877698,37.82440641
Siena,66.6728,107.169,105.105,45.25089606,13.63545733,26.80115274,34.82676225,48.6970684,18.78091293,27.88144896,41.69381107
SIU Edwardsville,68.9762,92.2939,110.014,51.42531357,18.61230245,29.23368023,34.83466363,45.66069429,19.4583162,30.38961039,32.41881299
SMU,64.7541,112.411,103.788,51.75699821,19.1686634,31.87250996,36.27159023,48.36206897,17.1586501,26.02870813,26.89655172
South Alabama,65.3494,104.934,103.881,51.38983051,18.2811459,25.51252847,40.61016949,51.4556962,20.14656895,29.61418144,26.64556962
South Carolina,73.0771,105.384,94.7198,48.62433862,18.07128858,32.09019948,36.82539683,45.20671061,21.34892425,28.55847688,53.08568005
South Carolina St.,67.4203,94.9009,113.194,46.13114754,20.38656055,30.64853556,39.27868852,52.64345583,17.82517217,27.9956427,38.620245
South Dakota,69.9941,108.58,108.943,54.59912989,15.05100957,19.24778761,40.77066501,52.16374269,14.90535464,22.10849539,32.22222222
South Dakota St.,67.9534,110.026,105.303,55.83668775,18.38863677,28.21833162,32.25991949,48.08917197,15.27671362,27.11864407,25.95541401
South Florida,64.8914,100.189,95.8977,46.55380895,22.18340398,32.41252302,37.48488513,51.00129199,23.25837069,25.16059957,34.49612403
Southeast Missouri St.,67.5691,93.9957,112.998,46.96782178,19.61213501,25.85877863,34.34405941,54.72103004,18.61151588,28.87249737,34.58001226
Southeastern Louisiana,72.0749,91.9963,109.619,46.79905157,22.24476401,28.04532578,31.41671606,53.65625,22.29249955,33.95810364,42.5
Southern,66.7974,97.1944,104.763,47.88359788,20.26061421,31.60469667,34.50911229,48.70633894,19.68173952,25.3125,48.77102199
Southern Illinois,64.2212,98.2388,98.6469,49.45512821,19.44228697,20.55214724,33.58974359,49.10607867,21.04577456,29.89183874,25.2681764
Southern Miss,67.2357,94.4067,103.842,47.81507283,22.04914365,26.68067227,23.49588347,51.31332083,17.63931492,26.31048387,33.0206379
Southern Utah,69.3196,98.8401,98.1416,48.73231132,19.20286863,27.33668342,35.90801887,45.84795322,16.84379386,23.31460674,37.01754386
St. Bonaventure,65.7272,106.587,102.222,49.1137793,17.44182414,30.88655863,27.15837621,49.25104853,17.64173044,26.60984848,32.95386459
St. Francis NY,70.317,94.554,106.452,46.39118457,18.20790891,27.176781,27.16253444,49.50867052,19.0547884,29.11985019,36.47398844
St. Francis PA,68.9268,107.566,107.882,51.4516129,17.46081108,32.74745606,32.6344086,50.8719346,19.16542852,29.50819672,27.62942779
St. John's,72.8992,106.121,95.2006,45.93188269,15.13793867,30.24645258,29.94323557,48.17653277,22.72799148,31.44032922,36.205074
Stanford,68.2571,104.438,90.3291,53.50521437,20.71486596,22.08835341,30.99652375,45.58073654,22.42982219,27.84140969,31.78470255
Stephen F. Austin,71.8263,104.086,97.0887,53.3374922,23.59298483,37.2651357,44.04242046,49.61832061,27.79050973,26.78958785,44.55239417
Stetson,63.221,98.0926,108.311,49.64584675,21.82714311,30.60165975,39.0856407,50.79787234,17.65282772,28.46153846,31.02836879
Stony Brook,69.8256,97.658,99.397,47.73718648,20.70110558,28.44677138,33.31515812,46.278826,18.39111096,27.28019721,27.35849057
Syracuse,68.2772,112.844,99.56,50.53619303,16.47285722,29.55145119,35.71045576,48.2869379,20.33013784,32.24455611,30.19271949
TCU,65.062,105.45,96.1441,49.39411425,21.54289431,32.19557196,27.06289671,49.29119905,20.95933961,29.56937799,30.83284111
Temple,70.2683,100.112,94.6247,46.01193706,18.08730168,25.87532024,33.26098752,46.37445887,18.49325109,26.74023769,29.49134199
Tennessee,65.1864,106.565,95.7688,48.82246377,20.49642039,30.49019608,37.19806763,45.9213615,19.5757774,30.13824885,35.3286385
Tennessee Martin,68.7432,105.052,122.875,50.85335019,18.48039767,30.40254237,32.49051833,58.41882921,16.94477724,34.36807095,28.18346409
Tennessee St.,69.2769,96.4025,104.553,53.01169591,24.68770957,30.67061144,31.98830409,46.97469747,17.14045397,27.86745964,38.22882288
Tennessee Tech,66.9021,92.5376,109.27,47.55306604,21.60449553,28.11621368,21.875,53.89022919,19.55880427,28.46638655,28.46803378
Texas,65.9139,104.066,92.6071,49.94219653,20.47432179,26.63461538,22.02312139,46.8973747,20.81556048,32.18059558,35.26252983
Texas A&M,64.544,100.998,97.2257,46.40127389,21.31541895,31.3229572,41.08280255,49.15611814,22.42664932,31.80039139,26.039783
Texas A&M Corpus Chris,65.6998,94.2855,105.996,51.51710781,26.56152729,30.62302006,33.44092963,48.71716555,19.13992408,29.05081496,41.29505192
Texas Southern,72.8583,99.1342,108.557,45.86021505,20.9576668,31.7677199,41.12903226,50.31545741,19.58620394,30.38086802,34.33228181
Texas St.,65.1898,106.262,98.3469,48.8862837,16.57021319,29.57467854,35.16998828,46.875,21.17030222,29.84496124,39
Texas Tech,67.3157,109.773,90.4912,51.68213457,19.73573203,27.960199,34.45475638,46.22697564,23.04053622,29.27970065,35.35353535
The Citadel,73.7303,94.9092,112.155,49.65430547,20.12362004,20.7778915,30.9239472,54.9340218,17.31910575,30.72916667,28.28456684
Toledo,68.0657,106.257,105.118,50.93273036,17.62247329,27.77777778,36.74392312,48.65789474,16.27760033,27.77777778,26.47368421
Towson,65.1372,105.657,104.786,48.68735084,18.10011945,32.37623762,34.90453461,48.73006497,15.72384678,26.83158896,30.9509746
Troy,69.2894,96.1926,106.625,46.11622555,19.93266648,29.47368421,29.22899885,52.29885057,20.029899,29.91967871,37.38656987
Tulane,68.7045,101.948,103.095,47.80573435,16.9212803,22.29299363,34.17203043,52.72350503,23.02247432,31.21852971,29.60331557
Tulsa,65.785,103.224,93.5771,49.57627119,19.73824344,26.2745098,39.76997579,46.65706052,21.53693229,27.9676259,28.29971182
UAB,65.7172,100.815,102.137,49.71962617,22.15252887,31.8134715,35.07788162,49.31506849,18.31939466,24.28571429,26.98034544
UC Davis,68.0317,104.662,109.434,52.29217604,18.81389596,22.88135593,31.84596577,54.08225905,19.73996856,27.81316348,35.91160221
UC Irvine,67.7452,105.387,99.2728,51.58227848,20.22195422,34.11405295,28.02071346,44.93559719,16.37247378,25.26978417,36.00702576
UC Riverside,63.1813,95.7888,99.7583,49.77183833,20.51680382,26.77419355,27.50977836,47.15025907,16.1241722,21.81818182,32.18911917
UC Santa Barbara,64.4937,106.097,105.337,51.12685126,18.26665343,31.3304721,37.15389569,50.99678457,18.95496211,25.67421791,30.09646302
UCF,67.8251,103.509,98.6341,49.35785172,19.92755803,28.80382775,30.88149445,47.83362218,20.649571,30.50847458,29.40496823
UCLA,64.8902,109.321,99.3998,48.39189994,19.48824662,34.54545455,37.58189398,50.87719298,19.38856249,25.35787321,35.21303258
UMass Lowell,70.2989,104.43,113.576,48.34581773,18.45773396,25.58823529,33.70786517,49.65753425,18.91662789,27.56866734,33.68617684
UMBC,66.8064,97.8013,105.732,50.54719562,19.8150959,23.96416573,30.30095759,49.52135493,21.08458673,29.9634592,48.37997054
UMKC,64.8577,97.5065,103.597,51.61473088,18.89912592,27.58945386,38.18696884,53.30314331,18.58414048,29.48356808,28.76931273
UNC Asheville,71.0355,98.7175,110.328,52.51647693,16.38519757,22.97029703,35.17076093,56.85407454,22.54176589,29.43143813,38.28174352
UNC Greensboro,67.7799,103.656,95.5357,48.82013634,16.50919344,32.99057412,24.85579444,49.96778351,24.85977384,27.04081633,36.79123711
UNC Wilmington,68.5107,92.0866,104.488,45.83592293,18.89256105,22.97955209,32.44251088,51.04353011,17.94293497,29.11764706,33.09481216
UNLV,67.0103,107.878,100.602,49.70682303,19.33351444,33.96226415,34.06183369,49.23076923,17.38657973,23.98230088,40.62678063
USC,68.9116,104.333,91.9863,49.49438202,20.40734983,30.60661765,35.39325843,44.60393408,18.12974383,27.88944724,28.01701223
USC Upstate,69.209,95.5041,110.847,47.42501415,18.04892515,25.10936133,34.23882286,53.46332945,18.93276426,29.38894277,39.4644936
UT Arlington,67.7368,102.263,98.3903,47.27171492,16.12554892,26.54320988,29.00890869,46.86073059,17.51733736,29.02938557,35.78767123
UT Rio Grande Valley,70.4301,98.659,105.981,46.80989583,18.0146268,27.64645427,35.09114583,53.10021629,23.49967735,29.95283019,44.19610671
Utah,66.6777,106.318,100.762,47.32872407,19.62605095,23.3366435,32.99811439,47.41219963,19.22449492,26.40776699,32.96364757
Utah St.,67.3859,109.55,94.6283,48.12030075,16.99460212,26.71821306,26.36949517,52.16262976,18.10900226,26.34054563,38.00461361
Utah Valley,70.3657,96.4763,104.215,51.34739309,19.72977258,28.97560976,35.79379028,50.26925148,17.70981967,26.92998205,23.04792676
UTEP,67.484,96.9045,98.1822,51.76697957,18.22054355,30.65420561,36.33351739,46.38424177,17.53897708,22.4625624,26.82137075
UTSA,72.8029,104.178,108.02,49.17163685,19.83635011,23.73791622,34.06229291,47.75,17.06970128,27.86377709,34.5
Valparaiso,69.2753,104.535,102.472,49.69308036,17.82605668,27.46858169,33.03571429,48.13365443,24.51082794,30.05725191,35.8819988
Vanderbilt,69.447,104.676,104.534,50.41345094,18.48468565,26.83363148,21.83020948,50.75890251,17.52940474,28.51746931,39.3461763
VCU,69.0245,104.697,94.4047,50.66897919,18.18305603,26.12982744,26.75916749,51.78571429,19.98460306,27.44588745,31.72877847
Vermont,66.2954,106.483,96.3839,50.16891892,18.43797958,25.44169611,41.44144144,52.65046935,19.5903533,29.36732767,36.8304804
Villanova,66.237,113.938,93.9608,51.63525499,17.1874358,27.54820937,31.26385809,44.80746791,19.06584408,22.58635961,31.44690782
Virginia,59.4466,99.2868,85.0621,52.63012182,16.0223457,25.7518797,26.85492802,48.18880351,16.87813865,24.48614835,23.60043908
Virginia Tech,65.476,104.302,97.9768,46.93069307,20.10915226,26.35574837,26.60066007,43.14230522,19.28948573,23.25809617,21.63554411
VMI,67.9254,100.17,108.129,50.31965903,14.63637046,21.03418054,22.85562067,48.48812095,17.59134746,25.46255507,26.13390929
Wagner,67.4857,97.2851,113.928,46.4763062,19.63448081,30.09708738,29.64763062,54.03014417,18.66044652,29.21589689,45.87155963
Wake Forest,70.1407,108.685,101.983,49.01074053,19.73802261,28.61035422,41.04013567,49.70572499,15.1623901,25.97402597,35.20599251
Washington,69.7585,105.793,93.1262,50.36868973,21.29104572,27.43961353,37.94668179,44.08854167,19.34746479,31.77795656,31.35416667
Washington St.,70.7507,102.223,97.9984,45.82479508,17.19482191,27.78222578,30.73770492,49.94523549,20.94800639,25.94936709,32.25629792
Weber St.,67.6329,98.8188,107.912,48.74078624,17.42480517,21.39148494,26.47420147,52.1887436,16.61903383,28.8981289,22.45594088
West Virginia,69.4182,108.323,87.0641,46.45390071,20.70678703,40.11925043,40.48008729,44.45438283,22.42077164,27.70083102,37.03041145
Western Carolina,71.4828,107.333,106.297,54.55917874,19.76756559,28.35209826,38.4057971,50.53072626,16.50449854,25.63143124,31.17318436
Western Illinois,71.3126,98.2742,114.951,48.51387054,15.4634747,21.22538293,21.66446499,55.65127498,15.11984193,26.15193026,35.0103377
Western Kentucky,68.3191,108.865,103.304,51.25229078,17.72145753,25.46201232,39.58460599,50.1936912,19.3236715,31.09004739,21.02933038
Western Michigan,67.3916,99.3702,105.724,48.17583732,18.8304241,24.76190476,35.40669856,50.1115449,16.23643711,29.33696639,31.73452315
Wichita St.,69.5498,105.598,90.4087,47.11792702,17.93833697,31.74872666,33.73876256,44.36660829,20.02208318,24.10071942,38.35376532
William & Mary,67.4962,103.308,105.479,53.51447135,18.7723144,24.63917526,30.59657413,49.53954496,14.25745398,23.78815081,26.48970748
Winthrop,71.8972,104.736,102.082,53.00254453,19.0512109,34.82587065,36.28498728,50.65008479,19.95635893,24.06417112,41.94460147
Wisconsin,63.6602,110.8,91.8542,50.3201397,15.40609264,24.11143132,26.89173458,46.42243847,16.90182979,25.92592593,25.30051517
Wofford,65.9001,104.473,103.389,53.32975295,17.90282768,25.19157088,25.67132116,51.52523572,17.81286372,24.26900585,31.78036606
Wright St.,72.1341,104.886,101.418,51.01010101,16.57349704,31.90559441,37.79904306,46.55263158,18.96044091,29.40677966,27.15789474
Wyoming,66.6912,94.0944,100.886,48.00713861,18.55106984,14.23255814,30.45806068,50.11229646,18.87170561,28.59744991,36.77709152
Xavier,68.1023,106.138,92.2389,48.98012552,19.77169456,32.23070399,30.85774059,46.36842105,18.61908456,27.5862069,28.94736842
Yale,67.4126,107.942,96.3674,53.83416459,18.50627892,25.80299786,31.23441397,46.48226097,16.57430474,21.33971292,25.67648827
Youngstown St.,66.4226,102.96,108.55,47.40566038,17.76611079,35.64189189,29.97903564,50.08183306,16.54732747,29.54545455,30.87834152
